volume peso recompensa duração(s)
20 23 204 293
7 10 1672 419
10 10 553 631
13 3 455 292
3 13 1907 307
20 7 386 964
6 22 562 614
3 22 940 937
3 10 1791 520
25 25 371 509
26 26 1170 838
25 22 580 176
7 29 598 161
7 13 1210 414
16 26 1789 1077
3 7 1565 226
6 22 597 540
16 6 1332 642
20 16 851 446
19 26 309 271
6 16 647 872
10 19 1278 267
26 7 618 442
19 28 946 1021
23 7 983 372
3 13 1889 538
7 10 1672 419
6 3 1176 551
6 6 564 1017
16 10 1081 1064
19 22 1440 777
3 13 633 583
16 13 1718 114
3 10 1475 786
22 10 1079 154
16 13 654 720
6 28 1820 271
6 16 618 1039
22 10 1079 154
13 6 1475 889
13 23 916 1026
7 7 828 643
3 13 1306 202
29 23 1148 789
7 20 1241 674
16 3 262 658
13 10 606 592
26 29 610 917
13 6 580 558
13 6 1062 195
28 6 1636 436
16 29 1142 878
6 22 666 504
13 3 795 302
16 10 1309 888
3 16 1456 192
22 19 783 277
25 22 471 448
