volume peso recompensa duração(s)
19 22 691 728
19 22 1260 355
25 28 1370 535
16 6 755 874
26 22 1348 605
25 19 1889 468
13 9 1857 1017
19 6 324 237
16 29 1593 882
19 13 1875 107
25 13 546 1056
26 6 1156 1073
25 28 1370 535
3 13 751 234
20 23 1236 246
7 29 598 161
20 16 851 446
7 23 1303 229
22 22 265 766
26 6 774 314
6 13 1201 715
16 13 1477 513
13 16 1785 297
19 16 1489 751
20 13 1054 815
19 3 1814 369
6 29 834 900
26 16 1303 358
19 28 486 840
13 26 1253 542
13 25 1026 365
19 19 1437 576
23 20 1786 1041
16 29 1730 638
10 3 1886 632
3 13 1306 202
22 19 470 470
25 13 546 1056
28 22 330 563
7 23 907 152
6 29 834 900
16 13 671 726
13 13 1714 399
3 13 1313 1080
23 26 1913 600
19 16 1319 385
22 16 644 313
3 16 753 124
22 3 338 357
16 16 287 918
22 10 1233 546
29 29 763 971
23 26 1520 942
3 10 984 463
19 16 1012 845
19 25 844 478
29 16 1369 817
3 16 753 124
6 16 647 872
6 19 1185 822
13 25 1467 1058
16 26 1789 1077
13 13 967 355
13 13 1714 399
26 7 738 375
6 6 1921 197
19 6 1204 453
23 16 1918 1042
16 13 1718 114
26 13 1295 104
26 26 496 520
26 20 1645 318
29 22 561 236
19 22 1200 449
23 13 206 128
10 10 588 654
3 19 754 984
29 26 1522 215
6 22 562 614
20 26 1863 104
13 26 1253 542
26 22 1513 447
29 10 243 775
6 10 1572 528
16 23 746 416
3 16 753 124
22 16 982 229
25 28 1370 535
20 10 1569 720
20 23 1236 246
23 23 1366 481
16 29 533 935
26 22 1065 616
3 10 984 463
20 16 823 524
22 10 1233 546
29 19 1268 1095
16 29 533 935
16 6 1907 397
10 16 1202 634
25 13 546 1056
16 6 1188 697
16 16 878 697
16 6 1188 697
16 6 1907 397
3 3 715 977
22 29 1448 487
20 13 1542 128
9 19 775 997
16 3 477 194
16 13 1718 114
6 22 794 783
29 20 1704 502
16 13 707 359
6 6 564 1017
13 3 690 686
13 13 1679 146
10 23 1205 1088
20 16 851 446
16 16 287 918
26 22 1487 269
16 13 707 359
10 13 419 950
16 29 1083 521
26 16 1303 358
3 19 901 980
10 3 1641 417
28 25 952 377
19 26 309 271
19 28 486 840
9 9 1137 1019
29 16 1369 817
9 22 909 192
22 28 1717 549
22 19 602 291
19 16 1967 865
13 10 629 410
10 10 553 631
6 19 486 789
19 9 1897 881
13 10 483 694
16 6 1188 697
16 29 1694 404
28 19 1240 826
10 22 1694 969
19 13 1688 640
3 16 501 692
3 19 952 540
19 25 305 782
20 3 1785 160
3 23 697 699
20 16 1200 991
19 16 1489 751
16 13 1718 114
3 13 1502 270
10 6 1747 577
13 6 1475 889
16 10 1309 888
6 19 1591 138
22 13 667 765
29 20 1160 237
3 22 1662 201
25 19 1753 524
19 25 854 790
13 26 1073 1066
22 9 1509 598
23 26 1913 600
13 6 223 597
26 20 1645 318
20 23 204 293
13 23 1714 347
20 7 386 964
25 6 216 182
16 16 706 408
13 29 626 332
29 16 584 203
20 23 1236 246
16 29 533 935
10 19 1278 267
28 16 327 1010
6 6 631 145
20 7 894 300
28 9 1185 918
22 3 480 1037
19 19 1956 207
13 26 1253 542
19 19 1437 576
29 20 1160 237
