volume peso recompensa duração(s)
16 3 262 658
6 6 779 122
19 25 305 782
22 3 1492 283
19 13 1040 651
20 13 848 198
22 22 626 1048
16 16 1633 195
25 28 221 802
10 22 1694 969
19 22 1897 986
26 19 244 1055
25 6 216 182
3 3 715 977
3 13 751 234
16 28 935 528
26 26 716 445
22 3 338 357
13 25 1026 365
6 3 615 970
16 29 1883 380
13 23 1714 347
13 3 699 1056
28 6 1953 299
13 13 1008 398
19 22 735 193
16 13 654 720
16 26 1789 1077
20 7 894 300
29 23 1148 789
13 6 1475 889
10 6 1765 970
7 10 801 919
16 29 1083 521
16 16 772 229
25 16 620 1002
22 25 1227 810
23 26 1594 1052
9 16 814 281
23 23 1382 991
3 13 1502 270
6 6 442 900
3 13 1210 892
19 22 1897 986
6 19 406 430
9 19 1281 241
29 10 243 775
22 25 914 337
10 22 1694 969
3 3 715 977
25 16 1200 591
29 10 1657 287
19 28 946 1021
26 26 1790 648
26 19 1397 1043
22 16 982 229
3 23 571 632
22 19 783 277
10 26 1229 237
3 20 1434 362
3 10 1791 520
20 26 1863 104
26 6 774 314
13 9 1857 1017
23 7 936 609
7 7 1524 189
3 19 754 984
13 26 1073 1066
20 20 418 893
6 6 631 145
19 13 1537 614
7 13 898 325
7 10 1630 963
19 22 691 728
26 29 610 917
23 20 1786 1041
19 22 1804 622
10 13 1315 328
25 19 1753 524
13 10 1614 331
6 22 597 540
25 25 371 509
26 10 574 593
26 19 1397 1043
10 26 410 192
28 6 1065 121
16 3 227 464
16 13 654 720
28 16 327 1010
9 25 1529 1008
13 23 916 1026
16 13 1477 513
10 7 1801 301
13 23 1714 347
19 6 217 732
23 26 1594 1052
23 7 936 609
22 16 1598 841
20 16 823 524
3 16 501 692
20 10 1569 720
22 22 626 1048
29 10 483 1038
6 13 1713 686
25 22 580 176
29 29 969 833
9 6 1467 681
19 6 1204 453
29 10 243 775
6 29 1859 261
3 13 472 300
3 13 633 583
13 23 1714 347
7 13 734 917
19 28 512 778
7 29 743 826
13 16 1785 297
29 20 1991 704
7 13 1210 414
3 19 585 827
7 13 734 917
26 16 1303 358
13 25 1026 365
16 22 491 581
29 23 1148 789
16 6 755 874
16 29 1739 656
9 22 452 901
25 6 653 107
22 19 470 470
13 25 1467 1058
22 19 783 277
7 10 801 919
25 28 1909 396
16 13 1121 641
10 26 1843 187
22 13 667 765
20 13 1542 128
22 10 1233 546
19 16 1319 385
16 20 816 1079
6 6 1921 197
3 16 1796 762
20 16 1200 991
25 28 521 989
3 19 952 540
3 22 1662 201
6 26 1991 318
19 19 1956 207
7 13 734 917
7 13 1210 414
29 26 1522 215
22 9 1509 598
29 29 969 833
19 13 1537 614
28 22 330 563
13 6 223 597
29 16 1051 169
10 7 1801 301
13 13 1679 146
22 13 1897 272
3 19 754 984
26 16 403 402
20 10 1663 207
26 22 1487 269
25 28 521 989
19 13 1688 640
10 26 1843 187
19 19 1990 106
22 28 347 1058
3 3 715 977
16 29 1730 638
20 13 636 446
19 6 1204 453
10 26 1843 187
19 28 486 840
6 16 647 872
22 3 1565 763
22 25 1227 810
3 19 1432 1051
13 6 490 406
29 19 1268 1095
16 3 227 464
13 6 1062 195
25 13 546 1056
16 29 1142 878
16 3 477 194
25 16 1200 591
25 22 861 590
10 6 542 430
3 16 1456 192
26 20 971 308
28 6 1636 436
19 16 1351 615
13 6 1699 1020
19 16 1351 615
29 20 1704 502
19 25 854 790
7 23 1303 229
3 3 699 786
19 3 1982 619
26 29 610 917
20 7 894 300
29 20 1972 641
7 7 501 800
10 29 1488 1094
22 13 667 765
19 3 522 1009
6 19 1591 138
28 22 330 563
13 3 203 818
3 13 1313 1080
25 19 1889 468
22 3 1492 283
19 22 1200 449
29 20 1160 237
20 26 1863 104
23 29 957 387
22 13 1897 272
19 6 1813 756
16 3 262 658
7 3 1823 958
19 25 305 782
13 25 550 100
13 6 490 406
22 22 930 324
6 19 1591 138
16 16 287 918
6 19 406 430
22 10 1233 546
13 3 455 292
3 3 699 786
22 9 1805 279
23 7 983 372
