volume peso recompensa duração(s)
16 6 755 874
13 9 1857 1017
16 29 533 935
22 19 783 277
9 19 775 997
28 16 327 1010
23 16 868 608
7 20 412 756
29 29 1019 326
29 26 1724 482
16 28 1821 660
7 3 1823 958
13 26 1073 1066
16 3 704 1025
20 13 636 446
19 3 1547 279
28 19 828 888
3 13 1889 538
23 23 881 353
10 3 1641 417
16 3 836 819
19 25 305 782
13 3 621 723
3 13 751 234
19 16 1967 865
3 20 1263 905
22 25 224 467
7 10 801 919
6 6 442 900
19 29 1523 353
9 9 427 447
7 7 501 800
13 23 560 244
28 6 707 517
22 9 1509 598
26 16 1303 358
6 10 465 900
10 26 1843 187
6 29 1800 116
28 6 1065 121
19 16 1351 615
16 19 1193 338
9 19 1281 241
22 25 224 467
22 28 347 1058
3 13 1210 892
22 16 1598 841
6 19 406 430
19 22 1440 777
26 16 1296 524
19 3 1814 369
25 6 653 107
22 22 930 324
22 19 470 470
16 16 287 918
23 13 206 128
13 23 1714 347
7 26 1166 552
16 3 1518 1053
16 19 1193 338
19 10 1820 348
10 13 419 950
28 6 1208 309
13 6 1062 195
25 6 647 415
19 13 1688 640
9 9 427 447
20 23 1236 246
25 28 521 989
19 13 1688 640
19 22 1897 986
6 13 1201 715
25 13 1251 384
13 23 916 1026
13 9 820 552
19 22 735 193
29 29 969 833
13 6 490 406
16 6 1907 397
3 20 1434 362
13 3 455 292
22 28 1002 795
19 22 1200 449
19 28 946 1021
29 20 1972 641
22 3 480 1037
3 20 1263 905
22 13 293 191
10 26 1843 187
6 6 442 900
26 29 267 777
6 6 779 122
3 16 1796 762
3 13 530 916
19 16 1489 751
3 19 600 422
3 22 1662 201
13 26 1639 927
6 19 486 789
22 22 930 324
22 13 667 765
10 3 1886 632
10 26 1843 187
6 19 1243 977
26 20 971 308
3 3 575 287
25 19 1753 524
13 26 1253 542
16 10 1309 888
29 29 1019 326
29 10 1657 287
3 19 952 540
6 19 1591 138
13 20 1951 729
25 16 620 1002
22 16 644 313
7 7 1524 189
25 13 1251 384
19 13 1537 614
7 26 1257 632
29 16 1051 169
13 10 738 190
29 20 1991 704
25 22 471 448
16 29 1739 656
29 10 1657 287
19 3 522 1009
29 13 1014 130
22 22 930 324
6 22 794 783
13 10 738 190
19 22 1719 159
26 6 774 314
16 13 1121 641
19 22 691 728
3 13 751 234
6 19 486 789
3 19 1432 1051
25 22 471 448
3 9 1558 1056
16 10 1508 454
20 3 1785 160
6 16 618 1039
19 16 1489 751
13 10 738 190
7 7 501 800
3 13 1502 270
3 16 753 124
25 16 620 1002
16 13 707 359
16 13 367 703
25 19 1889 468
23 23 1382 991
16 26 1590 728
3 13 1313 1080
19 13 1875 107
19 3 762 269
13 10 606 592
25 28 521 989
6 26 1143 180
26 26 1790 648
19 19 1437 576
10 6 1765 970
25 13 1251 384
26 26 1261 1009
10 26 1843 187
3 13 472 300
26 6 1156 1073
23 20 1536 804
6 6 1445 1014
13 3 203 818
10 3 547 766
6 22 794 783
19 25 1263 748
10 6 1765 970
16 29 1730 638
22 13 667 765
7 20 1880 705
3 13 1907 307
20 20 418 893
29 10 1463 145
13 6 580 558
3 16 1105 256
25 28 1370 535
9 22 452 901
13 16 1785 297
13 26 396 664
13 26 1073 1066
3 10 1475 786
22 25 914 337
22 16 1819 768
22 16 1598 841
13 25 1026 365
7 29 743 826
10 13 419 950
26 26 1261 1009
3 19 952 540
10 3 547 766
22 22 318 898
10 26 410 192
16 28 1821 660
22 19 783 277
6 6 442 900
6 19 406 430
6 3 1176 551
13 26 1073 1066
3 3 715 977
19 9 1897 881
19 13 1784 152
22 22 930 324
28 25 952 377
28 19 828 888
3 3 699 786
6 26 1143 180
23 20 1536 804
22 10 1848 196
16 13 654 720
23 26 1913 600
16 13 1718 114
19 28 213 755
6 19 1185 822
29 16 1369 817
29 20 1704 502
6 19 406 430
13 9 1857 1017
23 20 1536 804
3 3 699 786
26 19 1397 1043
13 29 1511 325
16 22 1579 619
10 13 414 478
29 16 584 203
25 22 1331 509
29 16 1369 817
16 28 875 1094
7 7 828 643
22 25 1227 810
3 20 1434 362
26 7 738 375
16 3 279 744
25 19 1889 468
13 10 606 592
16 10 1081 1064
16 13 707 359
16 3 279 744
19 19 1437 576
19 9 1897 881
7 13 1210 414
3 13 751 234
13 6 580 558
29 10 1463 145
20 16 823 524
16 19 1193 338
6 3 615 970
25 13 1251 384
26 29 267 777
19 22 1440 777
16 29 1083 521
7 7 828 643
13 6 1475 889
16 3 704 1025
13 6 223 597
19 3 1982 619
16 3 836 819
20 10 1569 720
28 16 327 1010
3 16 753 124
13 3 699 1056
23 3 1396 143
25 6 653 107
29 26 719 600
22 13 709 953
10 29 1194 399
7 29 598 161
26 22 1513 447
3 13 1210 892
26 6 1156 1073
13 6 1062 195
23 23 1366 481
22 13 709 953
10 16 1202 634
6 28 1820 271
23 23 1366 481
3 13 472 300
13 26 396 664
26 22 1348 605
7 13 734 917
28 6 1208 309
6 16 618 1039
10 7 1801 301
22 6 683 553
16 28 875 1094
6 3 1347 609
16 29 1883 380
6 29 1800 116
23 13 206 128
25 28 724 816
3 13 751 234
13 13 1714 399
26 7 738 375
25 6 216 182
10 6 1747 577
29 20 1972 641
23 23 881 353
23 20 437 996
10 3 1641 417
20 16 823 524
13 20 1951 729
19 13 1784 152
9 22 909 192
16 28 1863 653
3 9 1558 1056
13 3 699 1056
13 6 580 558
6 16 1023 132
23 23 1366 481
16 13 1477 513
9 13 1442 168
3 16 753 124
22 10 1079 154
28 9 1185 918
7 7 501 800
22 10 1079 154
16 16 1633 195
20 10 1569 720
16 29 533 935
22 25 914 337
16 29 1142 878
3 16 1796 762
22 10 1233 546
16 22 1579 619
22 3 338 357
6 13 1201 715
3 23 571 632
16 16 706 408
23 26 1913 600
25 28 1909 396
19 26 309 271
26 6 1627 732
7 20 1577 1043
13 25 550 100
9 9 427 447
19 29 1523 353
16 29 1593 882
16 29 1142 878
3 20 1645 316
6 10 713 921
22 25 1227 810
3 7 1565 226
16 3 279 744
19 25 844 478
7 7 1524 189
25 16 1200 591
13 3 621 723
3 3 575 287
7 26 634 751
26 6 1156 1073
25 6 216 182
3 16 1456 192
26 22 1348 605
13 26 1253 542
16 16 878 697
16 6 1188 697
6 10 465 900
16 29 1593 882
26 7 618 442
26 26 1261 1009
13 10 629 410
9 22 452 901
9 22 452 901
3 3 715 977
3 19 1928 713
3 13 1889 538
6 16 1023 132
16 28 935 528
23 29 1232 389
25 6 653 107
13 26 1073 1066
9 6 748 381
19 19 1990 106
16 3 477 194
19 22 1200 449
3 3 699 786
3 16 1391 846
3 22 940 937
16 29 1593 882
29 16 1369 817
19 19 1437 576
20 26 1863 104
19 25 854 790
22 19 602 291
20 23 1236 246
3 23 697 699
3 3 355 869
23 16 868 608
16 10 1081 1064
29 16 1369 817
19 29 1523 353
10 23 1205 1088
3 20 1645 316
13 3 699 1056
19 26 309 271
7 26 634 751
25 25 371 509
3 10 984 463
22 28 347 1058
20 16 1200 991
29 20 1160 237
13 10 629 410
19 28 486 840
9 25 849 1008
13 22 590 660
13 3 690 686
16 6 755 874
7 29 598 161
22 13 226 631
26 6 1627 732
13 6 490 406
22 19 602 291
16 28 1821 660
16 26 1590 728
22 16 1819 768
19 3 1547 279
7 10 801 919
3 16 1105 256
13 16 1838 354
20 13 848 198
29 23 1148 789
13 3 699 1056
10 3 1886 632
22 3 338 357
13 10 483 694
13 26 1639 927
16 16 706 408
3 10 1791 520
16 26 1590 728
28 19 828 888
3 16 1456 192
29 29 969 833
20 3 1785 160
10 7 1801 301
28 6 1208 309
29 20 1704 502
29 16 1442 123
9 19 775 997
3 19 1928 713
19 10 1820 348
10 7 1801 301
29 10 483 1038
22 16 1598 841
20 10 1663 207
19 28 946 1021
6 3 1176 551
6 6 1445 1014
26 22 1513 447
20 23 1236 246
3 10 579 103
9 9 1137 1019
10 16 1202 634
3 20 1645 316
16 16 706 408
6 6 779 122
22 28 347 1058
13 26 1253 542
13 10 629 410
16 6 1188 697
25 22 1331 509
16 10 1508 454
22 19 470 470
23 26 1913 600
10 3 1886 632
20 16 823 524
22 28 1717 549
13 9 1857 1017
6 6 779 122
10 29 1194 399
22 10 1079 154
19 13 1904 276
19 16 1489 751
22 29 1448 487
13 6 223 597
28 6 1065 121
19 28 486 840
26 26 716 445
16 16 1633 195
19 22 735 193
3 10 984 463
3 13 1313 1080
6 10 465 900
3 16 1105 256
26 6 774 314
19 3 762 269
25 22 861 590
26 22 1348 605
23 16 1936 498
28 16 327 1010
7 26 1257 632
6 6 1058 294
10 23 1205 1088
16 19 1873 697
3 22 1768 195
22 16 982 229
23 13 206 128
13 23 916 1026
28 6 1953 299
7 20 1577 1043
26 26 496 520
3 19 600 422
19 19 873 118
16 28 1863 653
13 6 1475 889
26 22 1513 447
3 16 753 124
7 3 1607 273
19 22 1260 355
7 26 634 751
25 28 1370 535
16 29 1083 521
20 16 851 446
28 22 1166 491
13 13 967 355
29 29 1019 326
7 20 1880 705
10 3 1641 417
16 6 1332 642
13 29 626 332
19 3 784 755
13 3 795 302
16 3 704 1025
13 3 690 686
19 6 324 237
13 23 916 1026
6 6 442 900
6 19 1243 977
10 13 419 950
19 25 1263 748
13 3 203 818
16 26 1590 728
22 22 930 324
19 29 1523 353
29 29 969 833
20 23 1325 338
26 26 1261 1009
6 19 1591 138
29 10 1657 287
26 6 774 314
9 22 909 192
19 28 946 1021
10 29 676 526
26 22 1487 269
13 10 738 190
25 19 1889 468
22 22 930 324
19 22 1440 777
10 16 1202 634
22 16 1598 841
19 22 1897 986
6 19 406 430
7 26 634 751
13 6 490 406
13 10 483 694
6 3 1176 551
10 13 1315 328
16 29 1142 878
10 29 1065 111
3 16 1105 256
7 3 1823 958
22 19 1628 332
20 13 848 198
23 16 1918 1042
20 7 386 964
19 13 1688 640
19 16 1012 845
19 3 522 1009
7 7 828 643
10 13 347 187
26 13 1295 104
3 19 901 980
25 25 371 509
16 13 1718 114
23 20 1786 1041
13 13 1008 398
23 7 936 609
22 3 480 1037
6 19 996 631
9 6 1467 681
3 16 1391 846
26 22 1165 1100
22 10 1233 546
25 28 1370 535
6 10 465 900
23 23 881 353
3 13 751 234
13 26 1073 1066
6 6 1058 294
7 7 501 800
20 3 1785 160
3 3 1563 535
23 23 1366 481
19 22 1897 986
22 22 265 766
26 22 1628 925
19 19 1956 207
20 23 1236 246
22 3 480 1037
6 6 1058 294
16 10 1309 888
19 22 1897 986
26 20 971 308
22 6 683 553
16 22 491 581
10 10 1856 576
3 7 1565 226
3 13 1502 270
19 19 873 118
16 16 706 408
3 20 1263 905
10 6 542 430
13 3 690 686
25 6 647 415
7 10 1672 419
22 19 783 277
22 29 1500 828
20 13 636 446
23 23 1366 481
6 26 1291 1035
22 19 287 752
7 29 743 826
19 26 309 271
13 10 1614 331
26 6 1156 1073
3 13 530 916
6 3 1347 609
19 22 691 728
10 10 1285 483
10 10 1285 483
6 16 647 872
16 22 1579 619
13 26 1253 542
19 3 1982 619
16 29 1083 521
16 19 1193 338
19 3 638 618
10 13 347 187
13 3 795 302
29 29 763 971
16 28 1821 660
10 23 1205 1088
19 26 836 356
13 3 795 302
13 6 580 558
25 13 609 1070
28 25 952 377
29 10 1657 287
3 13 1502 270
9 13 1442 168
23 20 437 996
25 28 1521 284
3 22 1768 195
20 16 851 446
20 10 1569 720
26 19 1397 1043
3 10 1475 786
3 10 1475 786
26 22 1065 616
9 19 1281 241
3 23 571 632
26 22 1165 1100
16 28 875 1094
10 6 542 430
10 23 1205 1088
16 6 1188 697
3 9 1558 1056
10 3 547 766
19 3 638 618
29 19 1268 1095
6 6 1921 197
25 28 221 802
19 29 1523 353
16 22 491 581
16 20 816 1079
19 3 762 269
25 19 1753 524
7 16 789 650
22 28 1717 549
23 7 983 372
19 22 1804 622
7 26 1257 632
26 16 403 402
28 19 828 888
3 16 1391 846
16 22 1579 619
9 6 748 381
13 23 1714 347
25 28 1521 284
22 19 783 277
22 3 338 357
20 20 418 893
26 16 403 402
6 6 779 122
16 6 755 874
20 16 1200 991
25 22 1331 509
22 13 709 953
20 10 1663 207
16 13 1477 513
3 10 579 103
19 26 309 271
9 9 1137 1019
13 16 1785 297
25 22 861 590
10 10 553 631
19 3 638 618
28 6 1065 121
29 10 1657 287
19 3 784 755
22 13 1897 272
19 10 1820 348
20 23 1325 338
29 29 1019 326
6 19 996 631
16 10 396 514
3 13 685 443
25 28 521 989
3 19 754 984
26 26 1790 648
10 26 1843 187
13 23 560 244
3 16 1796 762
26 22 1487 269
20 16 823 524
25 13 546 1056
10 13 1315 328
13 29 1511 325
20 16 1200 991
3 16 501 692
23 13 206 128
25 28 1521 284
29 20 1160 237
7 26 634 751
10 6 542 430
23 7 936 609
22 28 1002 795
19 10 1820 348
7 13 1210 414
26 16 1296 524
20 16 851 446
19 22 735 193
25 28 521 989
19 3 522 1009
19 22 1719 159
20 13 848 198
7 13 734 917
19 16 1967 865
7 10 1630 963
28 6 1953 299
16 29 1142 878
10 19 1278 267
26 22 1065 616
3 23 571 632
22 22 265 766
19 22 1804 622
16 26 1590 728
16 6 1907 397
22 22 626 1048
13 13 1710 800
19 6 217 732
26 7 618 442
22 29 1500 828
22 10 1848 196
13 26 1639 927
25 19 1753 524
6 13 1713 686
16 22 491 581
3 19 585 827
29 10 483 1038
3 3 1563 535
3 13 1306 202
10 16 1202 634
26 22 1513 447
20 20 418 893
13 26 1253 542
3 22 1768 195
26 19 1397 1043
19 13 1040 651
16 29 1083 521
6 19 406 430
19 28 486 840
22 9 1509 598
22 3 1565 763
16 3 836 819
23 20 437 996
9 9 427 447
16 16 287 918
22 29 1500 828
26 13 1295 104
16 6 1907 397
7 10 1630 963
6 3 615 970
29 20 1972 641
13 26 1253 542
6 6 1921 197
10 19 1278 267
3 13 633 583
26 20 1645 318
13 10 629 410
20 10 1663 207
3 20 1645 316
13 6 1699 1020
13 6 1987 926
19 28 213 755
23 7 983 372
7 3 1607 273
13 13 1710 800
29 13 1014 130
6 26 1291 1035
19 13 1040 651
19 6 324 237
26 22 1348 605
13 3 203 818
13 26 1073 1066
29 29 1019 326
6 6 1445 1014
20 26 1863 104
7 23 907 152
10 3 1641 417
3 10 579 103
19 3 784 755
3 10 1475 786
6 29 834 900
22 22 626 1048
28 6 1208 309
25 28 1909 396
9 9 427 447
19 25 844 478
19 25 305 782
16 16 706 408
20 10 1663 207
6 16 618 1039
26 6 774 314
10 29 676 526
6 6 1921 197
6 16 618 1039
20 23 204 293
20 3 1785 160
20 7 386 964
19 22 1719 159
13 3 795 302
3 19 1432 1051
10 10 588 654
16 29 1002 441
10 26 1843 187
13 20 1951 729
10 10 588 654
19 22 1200 449
16 28 875 1094
20 10 1569 720
16 29 1142 878
19 25 305 782
19 22 1719 159
3 13 751 234
26 19 244 1055
23 26 1913 600
10 10 1856 576
3 20 1263 905
25 28 724 816
19 9 1897 881
6 29 1859 261
13 26 396 664
29 29 763 971
16 16 527 1100
19 19 1956 207
23 20 1536 804
3 22 1768 195
16 3 836 819
19 6 1813 756
19 6 324 237
23 26 1520 942
16 3 227 464
3 13 355 737
3 16 753 124
13 3 466 937
13 20 1925 840
13 22 590 660
22 25 1227 810
26 22 1165 1100
22 25 224 467
7 3 1823 958
13 29 1255 923
26 22 1513 447
19 6 324 237
10 13 347 187
7 23 1303 229
13 3 466 937
13 20 1925 840
16 26 1789 1077
13 3 455 292
22 22 930 324
3 13 633 583
9 16 814 281
10 22 1694 969
6 19 486 789
25 28 1521 284
26 26 1170 838
20 20 418 893
7 10 1672 419
20 13 636 446
23 7 936 609
19 10 1820 348
26 26 1790 648
22 19 1628 332
13 6 1062 195
16 26 1789 1077
6 6 1445 1014
10 10 1285 483
19 22 1200 449
26 10 574 593
13 3 466 937
6 16 1023 132
29 10 483 1038
6 26 1143 180
20 16 851 446
26 19 1397 1043
22 16 1598 841
20 16 1200 991
10 10 588 654
6 6 1058 294
13 29 719 531
16 28 935 528
28 16 327 1010
16 29 1730 638
23 16 1936 498
13 25 1026 365
19 28 512 778
3 19 1432 1051
25 6 647 415
22 16 644 313
16 6 1188 697
10 6 542 430
29 26 1522 215
23 13 206 128
9 6 1467 681
10 22 1694 969
26 26 496 520
19 25 844 478
25 28 1370 535
3 9 1558 1056
16 29 1002 441
3 13 1210 892
26 26 1790 648
19 13 1537 614
26 10 574 593
6 3 1347 609
19 28 213 755
16 3 279 744
16 29 1593 882
16 29 1083 521
3 13 1313 1080
16 26 1590 728
19 13 884 455
3 13 1502 270
26 13 1295 104
20 13 1542 128
7 7 828 643
20 10 1569 720
13 3 466 937
25 22 861 590
6 6 779 122
29 22 561 236
6 19 1591 138
28 16 827 999
16 16 706 408
16 22 491 581
25 28 724 816
19 6 324 237
29 26 1522 215
19 25 1263 748
7 10 801 919
16 16 706 408
22 10 1079 154
3 3 715 977
20 20 418 893
7 13 898 325
26 22 1513 447
25 28 521 989
29 20 1704 502
9 16 814 281
10 6 1747 577
16 29 1694 404
13 16 1838 354
19 10 1820 348
13 3 699 1056
10 29 676 526
3 3 715 977
3 13 685 443
13 3 466 937
10 29 1065 111
29 16 584 203
16 16 706 408
6 3 1176 551
13 13 1679 146
22 13 709 953
3 23 1410 1028
29 19 1268 1095
13 3 466 937
23 26 1913 600
23 3 1396 143
6 28 1820 271
25 28 724 816
7 20 1577 1043
22 3 1492 283
22 22 318 898
7 13 734 917
13 29 719 531
6 19 996 631
3 20 1645 316
20 16 851 446
13 3 203 818
3 3 575 287
13 23 560 244
13 23 916 1026
6 3 1347 609
19 16 1489 751
16 3 704 1025
3 20 1645 316
9 6 748 381
16 3 836 819
29 20 1704 502
28 16 327 1010
6 22 562 614
13 25 550 100
22 3 480 1037
9 22 452 901
6 6 564 1017
19 6 1813 756
7 23 907 152
26 20 1645 318
3 9 1558 1056
13 13 1714 399
16 10 1309 888
20 23 204 293
13 9 820 552
10 29 1488 1094
13 16 1785 297
13 26 396 664
23 20 1536 804
19 3 1982 619
10 26 1843 187
26 26 496 520
25 28 521 989
29 26 1724 482
3 16 220 351
6 13 1713 686
19 22 1440 777
7 10 1672 419
6 3 615 970
22 16 1819 768
25 22 861 590
7 20 1577 1043
3 22 1768 195
19 3 522 1009
19 16 1351 615
22 3 1565 763
20 3 1785 160
16 16 527 1100
16 10 1309 888
16 19 234 1001
3 22 940 937
26 29 267 777
13 6 490 406
22 19 602 291
10 10 1285 483
3 20 1434 362
16 29 1593 882
29 13 1014 130
7 16 764 617
7 20 412 756
13 6 1062 195
13 3 466 937
7 13 734 917
19 6 1813 756
22 13 667 765
7 13 734 917
26 29 267 777
19 29 1523 353
7 20 412 756
