volume peso recompensa duração(s)
25 28 221 802
13 23 1714 347
19 3 1814 369
16 20 816 1079
25 22 471 448
10 13 347 187
7 13 898 325
16 13 1477 513
13 29 1255 923
19 25 1263 748
10 10 588 654
26 7 738 375
19 19 1990 106
25 6 653 107
26 7 738 375
20 23 204 293
29 29 969 833
16 28 935 528
3 3 699 786
6 29 1800 116
6 10 713 921
22 19 602 291
22 25 1227 810
19 22 735 193
29 16 1442 123
22 10 1233 546
13 3 795 302
19 28 486 840
6 3 615 970
3 3 715 977
13 20 1951 729
6 3 453 537
6 3 1176 551
13 20 1925 840
28 9 1185 918
26 22 1513 447
6 26 1143 180
13 13 967 355
13 9 820 552
3 16 220 351
13 22 590 660
22 25 1227 810
9 9 427 447
6 13 1201 715
23 20 1786 1041
20 7 386 964
7 7 501 800
10 19 1278 267
16 3 477 194
16 10 1508 454
20 23 1325 338
22 19 602 291
25 22 471 448
19 3 638 618
19 13 1904 276
22 28 1002 795
6 19 406 430
23 23 881 353
19 22 1200 449
9 22 909 192
26 22 1348 605
9 9 427 447
29 20 1972 641
6 19 1185 822
6 28 1820 271
6 29 834 900
10 19 709 692
3 10 579 103
3 13 355 737
16 29 533 935
13 23 916 1026
16 13 654 720
19 22 1804 622
16 16 287 918
19 3 762 269
19 13 1537 614
22 16 644 313
10 29 676 526
26 22 1628 925
25 28 724 816
10 22 1694 969
26 26 716 445
9 6 1467 681
29 16 1369 817
9 25 1529 1008
25 25 371 509
22 29 1500 828
6 19 406 430
19 22 691 728
26 13 1295 104
6 19 996 631
3 16 1456 192
13 13 1714 399
20 7 894 300
3 10 984 463
23 20 1786 1041
25 6 216 182
23 7 983 372
19 13 1904 276
23 23 1366 481
25 6 647 415
20 16 823 524
3 9 1558 1056
19 3 1547 279
19 16 1351 615
26 7 738 375
7 13 1210 414
22 19 783 277
25 6 647 415
25 28 221 802
7 29 598 161
13 29 1511 325
6 6 1058 294
16 19 1873 697
19 3 638 618
3 23 571 632
6 6 1445 1014
20 3 1785 160
19 13 1904 276
19 28 213 755
6 3 1347 609
20 3 1785 160
6 19 406 430
16 28 875 1094
26 6 1627 732
3 3 575 287
9 6 748 381
26 22 1065 616
6 19 1243 977
25 13 546 1056
19 19 1990 106
13 29 626 332
13 26 1639 927
10 23 1205 1088
3 13 1889 538
22 19 602 291
16 3 704 1025
