volume peso recompensa duração(s)
13 25 1026 365
3 13 1210 892
10 10 553 631
29 10 1657 287
13 20 1925 840
19 22 1440 777
3 23 1410 1028
13 29 1255 923
19 28 946 1021
3 3 715 977
19 3 762 269
26 29 267 777
6 16 618 1039
22 3 1565 763
6 3 1176 551
28 16 827 999
10 16 1202 634
23 13 206 128
20 23 1325 338
6 6 631 145
7 29 598 161
3 16 501 692
19 25 854 790
10 3 1886 632
6 22 597 540
16 29 1694 404
19 16 1489 751
26 22 1513 447
6 6 779 122
26 13 1295 104
26 29 610 917
3 16 1796 762
22 13 709 953
16 3 477 194
7 13 1210 414
13 10 738 190
22 13 667 765
3 13 1889 538
7 10 1630 963
6 13 1201 715
20 10 1663 207
19 13 1537 614
19 16 1351 615
10 7 1801 301
29 20 1160 237
16 28 1863 653
6 16 647 872
19 3 1982 619
26 29 1233 434
19 22 1719 159
26 26 1261 1009
7 3 1607 273
22 28 347 1058
16 3 1518 1053
26 6 1627 732
20 13 848 198
7 3 1607 273
28 19 1240 826
13 10 606 592
9 9 1137 1019
25 22 861 590
13 16 1838 354
10 29 1065 111
26 13 1295 104
13 3 203 818
26 10 574 593
26 7 618 442
3 19 600 422
3 9 1558 1056
6 22 562 614
26 10 574 593
3 13 472 300
7 26 634 751
29 16 1051 169
23 29 1232 389
22 3 480 1037
29 20 1972 641
7 20 1577 1043
22 19 287 752
19 19 1990 106
13 6 1699 1020
6 19 996 631
16 29 1730 638
20 23 1236 246
19 3 1814 369
20 7 894 300
26 20 971 308
25 28 1370 535
6 19 486 789
16 6 755 874
16 10 396 514
29 16 584 203
22 22 265 766
20 23 1236 246
28 19 1240 826
22 16 982 229
13 23 1714 347
9 25 849 1008
19 25 1263 748
13 13 1679 146
19 22 735 193
16 22 1579 619
3 23 1410 1028
13 26 396 664
3 10 579 103
22 19 1628 332
19 22 735 193
25 13 546 1056
28 16 827 999
3 13 355 737
28 22 330 563
6 3 1347 609
26 20 971 308
26 7 738 375
16 6 1907 397
23 23 1382 991
23 16 1936 498
29 10 1463 145
6 6 1058 294
13 29 719 531
23 13 206 128
6 29 1800 116
13 6 1475 889
9 25 1529 1008
6 19 1591 138
22 9 1805 279
16 6 755 874
25 16 1200 591
9 9 427 447
6 22 794 783
6 22 562 614
6 6 779 122
19 3 1982 619
6 16 647 872
10 10 553 631
22 22 930 324
19 22 735 193
3 20 1434 362
13 16 1785 297
6 29 1800 116
10 10 588 654
19 3 1982 619
16 26 1590 728
7 10 1672 419
7 10 1630 963
29 16 1442 123
10 10 1285 483
3 20 1645 316
29 16 1442 123
10 26 410 192
10 26 1843 187
3 13 633 583
6 19 486 789
6 6 1445 1014
9 6 1467 681
19 19 873 118
3 23 1410 1028
3 19 1432 1051
16 13 1477 513
22 16 982 229
19 3 1982 619
26 26 1170 838
3 3 699 786
22 13 226 631
16 10 396 514
9 22 452 901
13 23 560 244
6 22 794 783
6 26 1143 180
29 13 1014 130
3 19 952 540
25 28 1521 284
28 6 1065 121
23 23 881 353
16 26 1789 1077
29 20 1991 704
19 13 884 455
19 22 1260 355
16 13 367 703
20 23 204 293
13 23 916 1026
20 23 1236 246
6 19 996 631
28 6 1636 436
16 3 836 819
13 6 1062 195
22 13 667 765
19 6 1108 1031
10 10 588 654
22 28 1002 795
13 6 490 406
7 10 1672 419
23 23 881 353
6 6 564 1017
13 23 1714 347
20 23 1325 338
29 20 1704 502
16 28 875 1094
29 20 1991 704
16 10 1508 454
16 19 234 1001
22 22 265 766
20 13 636 446
20 13 1054 815
29 16 1442 123
23 23 1382 991
22 19 602 291
7 29 598 161
26 29 267 777
13 13 1714 399
25 19 1753 524
13 16 1838 354
22 13 1897 272
3 10 984 463
13 26 396 664
23 26 1913 600
19 22 735 193
6 6 1445 1014
16 13 367 703
19 26 309 271
22 6 683 553
13 10 738 190
19 16 1351 615
25 16 1200 591
22 25 914 337
6 19 996 631
23 3 1396 143
26 22 1513 447
22 13 667 765
3 10 1791 520
3 19 1928 713
6 19 1185 822
16 6 1907 397
6 22 562 614
7 29 743 826
22 9 1509 598
13 25 550 100
23 26 1594 1052
13 29 719 531
19 16 1967 865
19 22 1440 777
23 20 1786 1041
25 22 471 448
7 23 1303 229
19 28 486 840
22 22 318 898
25 22 580 176
10 23 1205 1088
13 26 1639 927
19 3 784 755
13 6 490 406
6 6 779 122
26 22 1628 925
26 19 1397 1043
22 13 667 765
26 20 971 308
13 29 1511 325
16 19 234 1001
13 23 1714 347
23 29 1789 900
7 13 734 917
23 16 1918 1042
10 10 1285 483
13 10 1614 331
29 20 1704 502
3 10 579 103
6 29 834 900
10 29 676 526
23 3 1396 143
26 6 1156 1073
25 22 1331 509
13 23 1714 347
19 13 884 455
16 6 1332 642
13 10 1614 331
19 25 844 478
3 19 1928 713
7 16 789 650
22 16 982 229
6 28 1820 271
6 10 1572 528
20 23 1551 986
13 16 1894 625
19 6 1813 756
19 22 691 728
13 20 1925 840
20 7 386 964
22 29 1500 828
19 13 1784 152
7 20 1880 705
29 16 1369 817
3 10 1475 786
10 13 347 187
13 16 1785 297
20 20 418 893
22 10 1848 196
16 28 935 528
16 29 1730 638
19 10 1820 348
19 13 1875 107
16 6 1907 397
13 26 396 664
3 22 1768 195
29 19 1268 1095
6 19 1243 977
16 3 262 658
19 13 1784 152
16 29 1002 441
25 6 647 415
23 20 1786 1041
6 22 794 783
13 6 1987 926
16 16 1633 195
20 23 1551 986
13 6 1475 889
3 13 1313 1080
