volume peso recompensa duração(s)
23 29 957 387
19 6 217 732
23 16 1918 1042
13 3 690 686
23 16 1918 1042
16 6 1188 697
19 13 1875 107
16 3 836 819
7 10 801 919
22 13 667 765
19 6 1204 453
25 28 1370 535
3 10 579 103
16 16 706 408
10 3 547 766
19 16 1319 385
3 13 751 234
13 3 203 818
10 3 1886 632
19 25 305 782
22 19 783 277
3 16 501 692
20 13 1542 128
19 28 512 778
3 13 1313 1080
25 28 724 816
26 20 1645 318
13 25 1467 1058
6 29 1800 116
19 3 1982 619
23 26 1520 942
22 22 265 766
16 13 1718 114
29 22 561 236
10 23 1205 1088
22 9 1509 598
28 6 1953 299
9 19 775 997
10 26 410 192
22 10 1848 196
22 19 287 752
16 3 279 744
25 6 647 415
16 16 1633 195
3 23 697 699
28 19 1240 826
28 25 952 377
22 25 1227 810
13 26 396 664
3 16 1796 762
10 13 419 950
3 13 1306 202
16 3 1518 1053
13 23 916 1026
25 22 471 448
6 13 1201 715
16 29 1142 878
29 26 1724 482
13 29 1255 923
7 20 1880 705
23 26 1594 1052
19 13 1688 640
26 26 716 445
16 28 875 1094
19 22 1260 355
10 19 1278 267
6 3 615 970
3 13 1306 202
6 19 1591 138
26 29 1233 434
6 19 406 430
20 26 1863 104
26 16 1296 524
